title,location,region,stars,amenities,start price,end price,total normalised rating,total rating,total count,total very positive rating count,total positive rating count,total negative rating count,total very negative rating count,total very positive reviews,total positive reviews,total negative reviews,total very negative reviews,location rating,location count,location very positive rating count,location positive rating count,location negative rating count,location very negative rating count,location very positive reviews,location positive reviews,location negative reviews,location very negative reviews,room rating,room count,room very positive rating count,room positive rating count,room negative rating count,room very negative rating count,room very positive reviews,room positive reviews,room negative reviews,room very negative reviews,food rating,food count,food very positive rating count,food positive rating count,food negative rating count,food very negative rating count,food very positive reviews,food positive reviews,food negative reviews,food very negative reviews,service rating,service count,service very positive rating count,service positive rating count,service negative rating count,service very negative rating count,service very positive reviews,service positive reviews,service negative reviews,service very negative reviews,cleanliness rating,cleanliness count,cleanliness very positive rating count,cleanliness positive rating count,cleanliness negative rating count,cleanliness very negative rating count,cleanliness very positive reviews,cleanliness positive reviews,cleanliness negative reviews,cleanliness very negative reviews,count,error percentage
Hotel Arma Apartment,"1st Floor, Building 2, Near Bandra Court, Off WE Hiway/Bkc, Station Road, Bandra (E), 400 051, India", Bandra (E),1,"Room Service, Restaurant, Free High Speed Internet ( WiFi )",1851,2838,5.015392857,5.35026413,23,0,11,12,0,[],"['entrance and stairways are cramped', 'good for days visit at the most', 'value for money given the price', 'we can save lot in', 'and asked for their charges', 'fare in daytime', 'perfect option for those on a budget trip and travelling alone', 'its advertised on booking', 'also on booking', 'for single person stay it is ok', 'a']","['no elevator to take your luggage to upstairs', 'only one person can walk at a time in staircase', 'there are many nice budget elsewhere , so if you are', 'the hotel is almost adjacent to', 'we went to mumbai for us visa work', 'located very close to bkc and us consulate just min in auto rs', 'com its advertised as having free wifi but it costs an additional rupees a day', 'dont ask the saff on any tips for buying train tickets as there useless', 'however the', 'no proper amenities', 'c', 'are old model not working properly']",[],NA,0,0,0,0,0,[],[],[],[],5.341025,1,0,0,1,0,[],[],['the hotel is almost adjacent to'],[],NA,0,0,0,0,0,[],[],[],[],NA,0,0,0,0,0,[],[],[],[],NA,0,0,0,0,0,[],[],[],[],51,2
Hotel Planet Residency,"Plot No 12,Subhash Road, Near Garware House, 400057, India", Near Garware House,3.5,"Room Service, Free Parking, Restaurant, Free High Speed Internet ( WiFi )",3887,6601,5.133435714,5.2860925,30,2,10,16,2,"['the front desk staff is particularly accommodating of special requests and their cooperation helped me have a very short and successful business trip', 'it was a very pleasant stay']","['on th', 'the hotel offers a free shuttle service from the airport to the hotel', 'great that is if the driver doesnt fall asleep and then make us pay for parking', 'they still couldnt get', 'i was on business trip and stayed here for nights', 'good one', 'would recommend everyone to stay if you want to be close to the mumbai airport', 'would love to be here again', 'the service provided by this hotel is great enough to hide all its defect', 'the appearance of the lobby was normal']","['first impression was very welcoming', 'nothing in minibar', 'wifi doesnt work sometimes', 'i stayed here with two other freinds from jan th th', 'as our flight was leaving at am we requested for a late checkout', 'not to mention they cramped people and pieces of luggage in a person car', 'of the people had knee mobility issues due to past surgeries and', 'i searched on net and found ibis near to the airport at lesser price then this', 'being near to airport and local railway station its a good option and will be a choice for staying again', 'the room was wellmaintained and clean', 'in short , i can say , go for it without worrying about anything', 'hotel was good but facilities were limited', 'hotel ambiance was not that attractive', 'amenities were not properly maintained', 'it was not worth paying for the stay', 'it was good stay there as it was only corporate visit for me so could not enjoy all']","['the worst experience with', 'worst experience nothing as such']",NA,0,0,0,0,0,[],[],[],[],4.8802875,4,0,1,3,0,[],['the front desk staff is particularly accommodating of special requests and their cooperation helped me have a very short and successful business trip'],"['the room was wellmaintained and clean', 'hotel was good but facilities were limited', 'hotel ambiance was not that attractive']",[],NA,0,0,0,0,0,[],[],[],[],6.088566667,3,0,3,0,0,[],"['the hotel offers a free shuttle service from the airport to the hotel', 'the front desk staff is particularly accommodating of special requests and their cooperation helped me have a very short and successful business trip', 'the service provided by this hotel is great enough to hide all its defect']",[],[],6.285025,1,0,1,0,0,[],['the room was wellmaintained and clean'],[],[],81,38
Hotel Om Residency,"Bhosle premises, Opp Alpine Industrial Estate, Marol Military Road, Andheri East, 400059, India", Andheri East,2,"Room Service, Free Parking, Free High Speed Internet ( WiFi )",1913,3455,5.257870833,5.338050694,36,2,16,15,3,"['very nice experience', 'enjoyed my stay over there']","['there is', 'i thot wud get a nice', 'very money value', 'each staff is filled with all the informations', 'the plus', 'staff was so so friendly and help full with reward the typical indian quality of the room', 'rooms are small but clean great value for budget travellers', 'we stayed here for two days', 'i would recommend it to anyone visiting mumbai', 'service was good as compared to other high class hotels', 'reasonably priced', 'i had stayed here a couple of times', 'it is in mumbai', 'i went there with my family members', 'overall experience was good', 'hotel was clean']","['the bed sheets had hair , dirtgrit', 'and this is were my nightmare started', 'i stay in om residency few times alway when i fly via mumbai', 'its very very basic but enough for short stay', 'the bed sheets had hair , dirtgrit and were just gross the wifi didnt work and when i tried to call the front desk , i found the phone didnt work', 'i stayed here as close to airport but that is its only positive quality', 'they', 'it was changed after our repeated requests', 'hotel staffs are not', 'as long as you have a cab , you are wellconnected to tourist destinations in mumbai', 'the service of the hotel was not good at all', 'chose this as convenient for commuting to mumbai', 'they gave complimentary pickup and drop for their clients', 'i stayed there for days', 'i went there in february']","['im all for a cheap stay , but not at the expense of basic hygiene', 'worst experience no bad experience', 'worst']",NA,0,0,0,0,0,[],[],[],[],5.904485,5,1,2,2,0,['staff was so so friendly and help full with reward the typical indian quality of the room'],"['each staff is filled with all the informations', 'rooms are small but clean great value for budget travellers']","['the bed sheets had hair , dirtgrit', 'the bed sheets had hair , dirtgrit and were just gross the wifi didnt work and when i tried to call the front desk , i found the phone didnt work']",[],NA,0,0,0,0,0,[],[],[],[],5.58694,5,0,5,0,0,[],"['each staff is filled with all the informations', 'staff was so so friendly and help full with reward the typical indian quality of the room', 'hotel staffs are not', 'the service of the hotel was not good at all', 'service was good as compared to other high class hotels']",[],[],5.5043875,4,0,3,1,0,[],"['the bed sheets had hair , dirtgrit', 'rooms are small but clean great value for budget travellers', 'hotel was clean']","['the bed sheets had hair , dirtgrit and were just gross the wifi didnt work and when i tried to call the front desk , i found the phone didnt work']",[],95,34
The LaLiT Mumbai,"Sahar Airport Road, Andheri East, 400059, India", Andheri East,5,"Luxury, Pool, Free Parking, Pool, Room Service, Restaurant, Fitness Centre with Gym / Workout Room, Free Parking, Bar/Lounge, Spa",7588,10426,5.280644792,5.255484211,38,2,12,23,1,"['the lobby is magnificent and very beautiful', 'rooms are very spacious , clean and good']","['take care with your consumption of incidentals which are', 'it was the most blissful experience of our life', 'the hotel has very large internal lobby of rectangular shape , with rooms surrounding it from first floor , it looks grandiose and photogenic with great color combination giving it a rich but not gaudy look', 'stayed for my business trip', 'the food is delcious and over all the ambience is very conducive to stay wiht the family , also it is in the heart of the mumbai suburbs major area andheri', 'you will simplly love it', 'if you choose to stay here , recommend you can look for alternative dining options', 'food was good and staff was very cooperative', 'breakfast was included in the package', 'very close to the airport', 'highly recommended', 'then we entered the hotel , the welcome was good and it appeared that the front desk was also good but as soon as we reached the room we booked separate bed but we were given one double bed , we tried times front desk but nobody responded at last we have to go down for change of room']","['this makes it convenient for late arrivalsearly departures', 'staff are efficient and i think room rates are accessible', 'met at mumbai airport by really helpful and considerate team', 'on arrival at hotel all confidence lost as receptionist was rude and unhelpful which we had not met anywhere else', 'we planned our daughters wedding ceremony in mumbai and chose the lalit as the base for our stay and some of the functions and ceremonies conducted between and january', 'couldnt have been better', 'the staff member who showed me to my room was informed by me that i prefer a nonsmoking room but no action was taken', 'rooms are decently priced but the food is a bit overpriced taking in consideration the quality', 'the lalit is opulence redefined', 'we checked in on the th december early morning and had a hassle free check in as the front desk people were aware that we must have had a tiring night', 'fortunately , i only stayed a matter of hours before transiting on', 'the check in process was slow', 'the room was worn out , not very clean and infested with mosquitoes', 'however it takes a bit of time for checkin and checkout , so we have to inform them prior', 'its just a min drive from mumbai international airport', 'compared to other stars in mumbai you will find this a little less expensive for the price you pay', 'negatives front office desk is slow and nonresponsive , it will be hard for you to get them on phone', 'there was no delay in checkin and checkout process', 'i would like to recommend other travellers to stay there', 'i stayed here for one night for business trip', 'the building was big but the bushes were not managed in balcony', 'it was giving appearance of mumbai chole', 'you have to ask for fruit basket which otherwise is complimentary']",['really that was annoying'],7.554925,1,0,1,0,0,[],"['the food is delcious and over all the ambience is very conducive to stay wiht the family , also it is in the heart of the mumbai suburbs major area andheri']",[],[],5.56438125,8,0,4,4,0,[],"['rooms are decently priced but the food is a bit overpriced taking in consideration the quality', 'the hotel has very large internal lobby of rectangular shape , with rooms surrounding it from first floor , it looks grandiose and photogenic with great color combination giving it a rich but not gaudy look', 'breakfast was included in the package', 'rooms are very spacious , clean and good']","['staff are efficient and i think room rates are accessible', 'the staff member who showed me to my room was informed by me that i prefer a nonsmoking room but no action was taken', 'the room was worn out , not very clean and infested with mosquitoes', 'then we entered the hotel , the welcome was good and it appeared that the front desk was also good but as soon as we reached the room we booked separate bed but we were given one double bed , we tried times front desk but nobody responded at last we have to go down for change of room']",[],5.76310625,4,0,3,1,0,[],"['the food is delcious and over all the ambience is very conducive to stay wiht the family , also it is in the heart of the mumbai suburbs major area andheri', 'food was good and staff was very cooperative', 'breakfast was included in the package']",['rooms are decently priced but the food is a bit overpriced taking in consideration the quality'],[],5.0066125,4,0,2,2,0,[],"['staff are efficient and i think room rates are accessible', 'the staff member who showed me to my room was informed by me that i prefer a nonsmoking room but no action was taken']","['on arrival at hotel all confidence lost as receptionist was rude and unhelpful which we had not met anywhere else', 'food was good and staff was very cooperative']",[],3.035125,1,0,0,0,1,[],[],[],"['the room was worn out , not very clean and infested with mosquitoes']",115,13
KC Residency,"Maharashtra Auto Compound, Near Sansar Hotel, Marol, 400059, India", Marol,2,,1542,2036,5.301325,5.16013125,24,1,8,15,0,['this hotel is extremely cheap and their staff is friendly and the service is really nice'],"['close to the airport', 'rs', 'however it has some good points', 'what can i say', 'definitely overpriced for what it is', 'com whom i thought to be very professional', 'the hotel is of easy access', 'this is good for budget oriented business trip and a quick nap store for transit passenger of any source']","['it made me crazy , all my clothes and things would smell terribly for many days after my stay', 'can not recommend', 'conveniently located close to airport and directly at marol naka metro', 'we booked with agoda for night but stayed nights waiting for our luggage', 'the staff in charge were all very kind , helpful and they understand our situation and made it easier', 'ok if you come from your comfort western country , remember this is india what you call superior or the luxe may be not what you expect', 'but', 'we stayed here in november and our experience was ok', 'i do not find dormitory at kc residency appropriate', 'no proper ventilation', 'as the dormitory is in', 'hotel services were not good', 'check in and check out process was on time', 'no activities were organized by the hotel', 'i belong from jammu city and my mother tongue is hindi']",[],5.586525,1,0,1,0,0,[],"['the staff in charge were all very kind , helpful and they understand our situation and made it easier']",[],[],5.5365625,2,0,1,1,0,[],['the hotel is of easy access'],['no activities were organized by the hotel'],[],NA,0,0,0,0,0,[],[],[],[],6.487783333,3,1,0,2,0,['this hotel is extremely cheap and their staff is friendly and the service is really nice'],[],"['the staff in charge were all very kind , helpful and they understand our situation and made it easier', 'hotel services were not good']",[],NA,0,0,0,0,0,[],[],[],[],57,37
Hotel Crescent,"Near Asha Krishna Building, Andheri Ghatkopar Link Road, 400072, India", Andheri Ghatkopar Link Road,2.5,"Room Service, Free Parking, Free Breakfast, Free High Speed Internet ( WiFi )",1851,3085,5.39161875,5.47605,22,2,9,9,2,"['room service is good', 'courtesy is very good and people are friendly']","['once', 'hotel staff is also good and cooperative', 'the booking was through make my trip', 'hotel was good and a budget property', 'the restaurants near to the hotel have very good quality food', 'eating and shopping around are also nice an experience', 'hotel was good and a budget property', 'the restaurants near to the hotel have very good quality food', 'nearby to the airport']","['the standard checkin was at noon , but they gave us early checkin without any additional cost', 'the only good part was that the', 'since my flight was o clock in the morning i request the manager mr', 'wasim shaikh to give me a call o clock , he was very co operative he gave me a free drop to', 'not suitable for any one and there was very bad smell', 'hotel is near to airport and andheri area', 'there was very bad smell when i check ed in', 'i wish to stay there again and again', 'near to the airport']","['waste of money', 'worst rooms , very bad service , very small room , acs are not working properly']",6.227841667,3,0,2,1,0,[],"['hotel was good and a budget property', 'hotel was good and a budget property']",['hotel is near to airport and andheri area'],[],4.34705,2,0,0,1,1,[],[],['room service is good'],"['worst rooms , very bad service , very small room , acs are not working properly']",5.568075,2,0,2,0,0,[],"['the restaurants near to the hotel have very good quality food', 'the restaurants near to the hotel have very good quality food']",[],[],4.858566667,3,0,2,1,0,[],"['room service is good', 'hotel staff is also good and cooperative']","['worst rooms , very bad service , very small room , acs are not working properly']",[],NA,0,0,0,0,0,[],[],[],[],57,1
Eden Guest House & Dormitory,"2- A Marol Maroshi Road, Opposite Seven Hills Hospital, 400059, India", Opposite Seven Hills Hospital,NA,,1110,1789,5.460608929,5.377026923,26,3,7,14,2,"['really enjoyed the stay in eden', 'mumbai is superb', 'i enjoyed in my way']","['its very close to the airport', 'mr', 'next day day they agreed', 'rooms were good and clean', 'i had some work at the midc', 'k', 'best experience journey to mumbai']","['youll probably be sharing the dorm with local indian men as opposed to travellers , im male so it wasnt a problem but if youre female you should look elsewhere', 'no landline phone', 'no towel', 'very bad smell', 'i made the online booking days before', 'i went to mumbai on a business tour last year', 'i went to mumbai on a business tour last year', 'very near to midc so it made my work easy', 'rooms were clean but not very bright', 'o', 'except one', 'st day , i wanted to watch tv', 'but i could not', 'but , overall , it was fine']","['very bad experience ever i had', 'worst experience nothing like that']",NA,0,0,0,0,0,[],[],[],[],5.50935,2,0,2,0,0,[],"['rooms were good and clean', 'rooms were clean but not very bright']",[],[],NA,0,0,0,0,0,[],[],[],[],NA,0,0,0,0,0,[],[],[],[],5.6027625,2,0,1,1,0,[],['rooms were good and clean'],['rooms were clean but not very bright'],[],63,70
Hotel Oriental Aster,"Near Domestic & International Airport,No 45 Tarun Bharat Co-operative Housing Society, Dr.Karanjiya Road, Chakala, Andheri ( East ), 400099, India", Andheri ( East ),3.5,"Free Breakfast, Mid-range, Free Parking, Room Service, Free Parking, Restaurant, Bar/Lounge, Free Breakfast, Free High Speed Internet ( WiFi )",3948,4936,5.511328125,5.535864583,24,1,10,13,0,['around or past midnight complimentary shuttle is a great help'],"['the rooms are clean , the bed is comfortable and the toilet clean', 'he also took us in the middle of the night to', 'so we chose', 'g', 'complained to the manager and received apology and basket of fruits', 'rooms are cleaned daily with free bottle water and local', 'the rooms are clean', 'the airport pick and drop was the best part which was very good', 'a pretty good option for a comfortable stay', 'generally good for people who wish to stay close to international and domestic airport']","['i stayed with oriental ester for couple of times', 'we stopped here for nights as a stop over', 'i wanted dollars so i asked at the front desk ,', 'moreover , for the money you pay , most often you are disappointed', 'oriental aster is an exception', 'you have a couple of low budget joints nearby for an', 'airport transfers had been requested by email the day beofre our arrival and driver was at domestic airport arrivals to pick us up', 'the hotel management was very considerate on this when we came out of the airport , there was a shuttle driver waiting for us with a placard bearing our names', 'we had an early morning flight to catch and hence chose oriental aster for the night stay in mumbai', 'location doesnt really become an issue when you have a decent hotel in your budget', 'just carry yourself they provide basic amenities like shampoo , soap and towels', 'there was less noise from all the traffic and trust me on a good nights sleep', 'very near to the airport']",[],5.565025,1,0,1,0,0,[],['location doesnt really become an issue when you have a decent hotel in your budget'],[],[],4.92576875,4,0,3,0,1,[],"['the rooms are clean , the bed is comfortable and the toilet clean', 'rooms are cleaned daily with free bottle water and local', 'the rooms are clean']",[],"['the hotel management was very considerate on this when we came out of the airport , there was a shuttle driver waiting for us with a placard bearing our names']",NA,0,0,0,0,0,[],[],[],[],NA,0,0,0,0,0,[],[],[],[],6.58315,3,0,3,0,0,[],"['the rooms are clean , the bed is comfortable and the toilet clean', 'rooms are cleaned daily with free bottle water and local', 'the rooms are clean']",[],[],63,54
Savoy Suites,"Saki Vihar Complex, off Saki Vihar Road,, 400072, India",NA,3,"Restaurant, Room Service, Free Parking, Free High Speed Internet ( WiFi )",2591,3702,5.541038636,5.506932407,27,1,9,16,1,"['room service is hrs and very good , i even got a meal at am one night']","['will definitely stay here again for future trips', 'rooms are average but clean', 'rooms are clean and basic with all the basic functionalities that are required being there', 'thanks', 'will surely visit again', 'i am a vegetarian and you served me your best', 'no restaurants are available , since , this is a corporate hotel , still worth for staying', 'small lift', 'best experience nothing absolutely nothing']","['the check in was quick', 'also there was no bucket', 'stayed here for a night and it was not a pleasant experience', 'room service staff did not greet me when they came', 'stayed hr for a business purpose for nights', 'could improve on the consistency of the wifi , however overall i had a pleasant stay there', 'icing on the cake was the monsoon rain experience i had', 'its easy to find though one needs to cross the infamous saki naka traffic to get here', 'the metro station is also at a walking distance', 'location of this hotel is very much odd', 'my visit was a company paid visit', 'travel desk operator booked the checkin from am', 'my train arrived at in the morning', 'as we had to leave early , by am , we were given only bread and jam the last time we stayed there', 'even the linen smells of cigarettes', 'the layout seems to be confusing']",['it was the worst experience'],5.543975,1,0,1,0,0,[],['location of this hotel is very much odd'],[],[],5.496525,4,0,2,2,0,[],"['rooms are average but clean', 'rooms are clean and basic with all the basic functionalities that are required being there']","['room service staff did not greet me when they came', 'room service is hrs and very good , i even got a meal at am one night']",[],4.556925,1,0,0,1,0,[],[],"['no restaurants are available , since , this is a corporate hotel , still worth for staying']",[],5.716725,2,0,2,0,0,[],"['room service staff did not greet me when they came', 'room service is hrs and very good , i even got a meal at am one night']",[],[],6.0664375,2,0,2,0,0,[],"['rooms are average but clean', 'rooms are clean and basic with all the basic functionalities that are required being there']",[],[],83,16
Hotel Solitaire,"New Sanjay Nagar, Sahar Rd, Near International & Domestic Airport, Opp. APT Colony, 400099, India", Opp. APT Colony,3,"Restaurant, Room Service, Pool, Fitness Centre with Gym / Workout Room, Free Internet, Free Breakfast",4750,5676,5.557922917,5.493025439,57,4,25,26,2,"['rooms spacious , clean , very good lighting', 'location of the hotel was very good', 'very good hospitality', 'best experience']","['i stayed here with my son for one night , between coming in at the international terminal and leaving early the next morning from the domestic terminal', 'the prices charged are outrageous', 'some strange man picked us up from the airport', 'the', 'color of water was brownblue', 'he checked out today', 'room service and staff are good got all the stuff we ordered promptly', 'since we had a', 'room and overall hotel was best', 'hotel pick and drop service was good', 'hotel reception was beautiful', 'they charged rs', 'per day', 'rooms were neat and clean', 'they have a good travel desk', 'the approach to the hotel also is a bit obstructed because of that', 'it has also become very congested', 'this hotel has some great views of the hills', 'the best part of the hotel is its food', 'am but i was awaken with a surprise at', 'hotel is located at an excellent location', 'overall , good value for money', 'nothing great', 'very close to domestic airport', 'very close to western express highway']","['the hotel is cleanlooking and very conveniently located', 'was supposed to stay for three', 'but after one night , i had enough', 'what makes it even worse is the price', 'never again', 'we were a newly married couple on transit for one night', 'the pillows were horrible', 'it was beyond pathetic', 'hot water only available just imagine how you feel after a hours travel by plane , and put your feet under burning water', 'but this was probably a problem that has been fixed', 'com contact person for hotel solitaire', 'my associate mr', 'after goa , we landed in mumbai for a day to attend a function and just drive around the city', 'really irksome', 'i went there with two families', 'they were attending our request quickly', 'there was no delay in checkin and checkout', 'there was no pool or gym', 'overall ok and not that worth staying', 'being near to vashi station , there is inorbit mall , so you can pass you time and shop over there also', 'it is very near to dakc , so you can plan your business trip also', 'it was my first visit to mumbai and i had planned to take a bus instead of flight', 'the bus was suppose to drop me at', 'they asked me for my business card , after which i was allowed to check in', 'i ignored thinking that they are doing their job and it is required cuz the crime rate is increasing in india and its is required for their safety', 'i would say its value for money minus ambiance']","['mee and my wife visit the hotel we already have a booking in suite but the man in reception was so horrible and illmannered that he couldnt know how to talk , his misbehavior and using of slang language is literally a shame for this hotel', 'a rs room for two no normal room available , only deluxe , that day , and we had no possibility to change hotel']",6.78805,3,1,2,0,0,['hotel is located at an excellent location'],"['location of the hotel was very good', 'this hotel has some great views of the hills']",[],[],5.192432143,7,0,5,2,0,[],"['com contact person for hotel solitaire', 'rooms spacious , clean , very good lighting', 'room and overall hotel was best', 'rooms were neat and clean', 'the approach to the hotel also is a bit obstructed because of that']","['a rs room for two no normal room available , only deluxe , that day , and we had no possibility to change hotel', 'room service and staff are good got all the stuff we ordered promptly']",[],5.763475,1,0,1,0,0,[],['the best part of the hotel is its food'],[],[],5.091425,4,0,3,0,1,[],"['room service and staff are good got all the stuff we ordered promptly', 'hotel pick and drop service was good', 'hotel reception was beautiful']",[],"['mee and my wife visit the hotel we already have a booking in suite but the man in reception was so horrible and illmannered that he couldnt know how to talk , his misbehavior and using of slang language is literally a shame for this hotel']",6.2317625,2,0,1,1,0,[],['rooms were neat and clean'],['the hotel is cleanlooking and very conveniently located'],[],128,22
Aifa Residency,"Andheri Asalfa Ghatkopar Main Road, Friends Cottage Housing Society, Sakinaka Junction, Landmark - Opp / Peninsula, Near Society Masjid, 400072, India", Near Society Masjid,2.5,"Budget, Free Breakfast, Room Service, Free Breakfast, Free High Speed Internet ( WiFi )",1542,1974,5.573379545,5.526556818,22,1,11,10,0,"['so far , so good']","['rooms were very clean and neat', 'pros', 'service was satisfactory', 'photos are deceiving', 'thses guys are the biggest cheater that i have ever seen', 'ashish is the guy who is managing all this', 'dear sirmam', 'i stayed there for nights for some work', 'checkin and checkout was done on time', 'these guys are the biggest cheater that i have ever seen', 'ashish is the guy who is managing all this']","['the trouble started when i', 'sarroundings are a bit bad but its k', 'checked this hotel after no vacancy with my booked ascot inn', 'the rooms are so close to each other that the place is noisy', 'cons', 'the surroundings were a bit bad but when i entered in the building it was good', 'location of the hotel was okayokay , not good', 'staff in that hotel was friendly with me', 'no view was visible from the room', 'no suggestion is needed there']",[],5.1525875,2,0,1,1,0,[],"['location of the hotel was okayokay , not good']",['no view was visible from the room'],[],5.40518,5,0,3,2,0,[],"['rooms were very clean and neat', 'the rooms are so close to each other that the place is noisy', 'service was satisfactory']","['checked this hotel after no vacancy with my booked ascot inn', 'no view was visible from the room']",[],NA,0,0,0,0,0,[],[],[],[],5.5529875,2,0,2,0,0,[],"['service was satisfactory', 'staff in that hotel was friendly with me']",[],[],7.52275,1,0,1,0,0,[],['rooms were very clean and neat'],[],[],72,63
